station_id,cycle_count,projection_count,directional_hit_temp,directional_hit_market,helios_vs_final_mae_f,market_vs_final_mae_f,tactical_allowed_rate
EGLC,365,365,0.5561643835616439,0.47790055248618785,6.3597260273972624,3.076343023756135,0.5150684931506849
KATL,240,240,0.5125,0.27848101265822783,10.250833333333333,2.28922865235779,0.6083333333333333
KDAL,223,223,0.6143497757847534,0.3574660633484163,7.932286995515695,7.881795631288976,0.36771300448430494
KLGA,242,242,0.5371900826446281,0.4107883817427386,12.62107438016529,8.438452072452687,0.39669421487603307
KMIA,212,212,0.5943396226415094,0.42857142857142855,5.350943396226414,2.0774062423410236,0.5
KORD,285,285,0.5719298245614035,0.49823321554770317,10.149824561403507,4.542396761114826,0.22807017543859648
LFPG,361,361,0.4265927977839335,0.3025210084033613,3.3811634349030486,1.168317391622157,0.7063711911357341
LTAC,357,252,0.27380952380952384,0.04780876494023904,8.210084033613445,2.0446136959054098,0.9603174603174603
